,Script_Index,Phrase,Tokens,Nbr_tokens,Type_voix,Genre,Script_Original
1342,1101,Haaaaaaaaa ...,['haaaaaaaaa'],1,Acteur,Homme,"L'homme (1) : "" Haaaaaaaaa ... ""
 
 
 Voix homme (2) : "" Il y a des sensations plus fortes que d'autres.
 (2) ... PEUGEOT 308, voiture la plus produite en France.
 
 (2) ... En ce moment reprise Argus + 3600 euros sur la gamme 308. Portes ouvertes ce week-end. """
1343,1102,Maîtrisez tous les terrains avec la technologie All Mode.,"['maîtrisez', 'tout', 'le', 'terrain', 'avec', 'le', 'technologie', 'all', 'mode']",9,Voix-off,Homme,"Voix homme : "" Maîtrisez tous les terrains avec la technologie All Mode.
 ... NISSAN X-TRAIL, l'histoire ne fait que commencer. ""
 
 ... NISSAN, partenaire officiel de l'UEFA Champions League.
 ... Pendant les jours fairplay NISSAN, découvrez nos offres sans apports, sans conditions, 4 ans d'entretien inclus. Portes ouvertes NISSAN du 11 au 13 mars. """
1344,1104,Tu veux toucher ?,"['tu', 'vouloir', 'toucher']",3,Acteur,Femme,"La femme (1) : "" Tu veux toucher ?
 (1) ... C'est chaud.
 (1) ... C'est agréable ... ""
 L'homme (2) : "" Ok ! Oh !
 Voix homme (3) : "" L'OPEL CORSA ...
 (3) ... avec volant chauffant et assistant personnel On Star.
 
 (3) ... Vous allez l'adorer !
 
 Voix femme (4) : "" Oh ! ""
 (3) ... L'OPEL CORSA PLAY suréquipée est à partir de 149 euros par mois, entretien compris. Forcément, c'est une série limitée. """
1345,1104,Ok ! Oh !,"['ok', 'oh']",2,Acteur,Homme,"La femme (1) : "" Tu veux toucher ?
 (1) ... C'est chaud.
 (1) ... C'est agréable ... ""
 L'homme (2) : "" Ok ! Oh !
 Voix homme (3) : "" L'OPEL CORSA ...
 (3) ... avec volant chauffant et assistant personnel On Star.
 
 (3) ... Vous allez l'adorer !
 
 Voix femme (4) : "" Oh ! ""
 (3) ... L'OPEL CORSA PLAY suréquipée est à partir de 149 euros par mois, entretien compris. Forcément, c'est une série limitée. """
1346,1106,"Nouvelle ALFA ROMEO GIULIETTA, ...","['nouveau', 'alfa', 'romeo', 'giulietta']",4,Voix-off,Femme,"Voix femme : "" Nouvelle ALFA ROMEO GIULIETTA, ...
 ... révélez votre instinct. A découvrir dès maintenant. """
1347,1108,Nous avons concentré le meilleur de nos technologies ...,"['nous', 'avoir', 'concentrer', 'le', 'meilleur', 'de', 'notre', 'technologie']",8,Voix-off,Homme,"Voix homme : "" Nous avons concentré le meilleur de nos technologies ...
 ... dans la nouvelle RENAULT MEGANE.
 
 ... Avec un seul objectif, ...
 ... vos sensations.
 
 
 
 
 ... Essayez-là, vous comprendrez.
 ... Nouvelle RENAULT MEGANE, activez vos sensations. 
 ... A partir de 229 euros par mois, sans apport, sans condition, 4 ans d'entretien et de garantie inclus. """
1348,1109,Haaaaaaaaa ...,['haaaaaaaaa'],1,Acteur,Homme,"L'homme (1) : "" Haaaaaaaaa ... ""
 
 
 Voix homme (2) : "" Il y a des sensations plus fortes que d'autres.
 (2) ... PEUGEOT 308, voiture la plus produite en France.
 
 (2) ... En ce moment, bénéficiez d'une reprise Argus + 3600 euros sur toute la gamme 308. """
1349,1110,"Jules Plisson, twingo vous inspire ?","['jules', 'plisson', 'twingo', 'vous', 'inspirer']",5,Acteur,Homme,"L'homme (1) : "" Jules Plisson, twingo vous inspire ?
 (1) ... Avec son rayon de braquage ultra court.
 Jules Plisson (2) : "" Super agile !
 (1) ... Ce toit ouvrant c'est pas une demi ouverture.
 (2) ... Je la prend dans mon équipe !
 (1) ... Morgan Parra, clio, ...
 (1) ... la caméra de recul.
 (1) ... Jules Plisson qui lance un ballon !
 Morgan Parra (3) : "" Ah ouais !
 (1) ... Moi j'adore ça les caméras !
 (3) ... Avec son design c'est le grand chelem ! Clio, dans mon équipe !
 (1) ... Messieurs, faites jouer les packs !
 (1) ... La french touch est puissamment inspirée !
Voix femme (4) : "" Twingo est à partir de 129 euros par mois avec Easy Pack. """
1350,1111,"Pour moi, la voiture idéale, il faudrait qu'elle consomme peu ...","['pour', 'moi', 'le', 'voiture', 'idéal', 'il', 'falloir', 'que', 'lui', 'consommer', 'peu']",11,Acteur,Homme,"L'homme (1) : "" Pour moi, la voiture idéale, il faudrait qu'elle consomme peu ...
 (1) ... C'est mieux pour l'environnement.
 La femme (2) : "" C'est surtout parce que tu es radin ! ""
 (1) ... Oui c'est vrai. ""
 L'homme (4) : "" Et une caméra de recul. Ou plutôt deux, c'est plus sûr !
 (2) ... Et qu'elle soit faite en France.
 (1) ... Oui si tu veux, tant qu'elle est pas chère !
 L'homme (5) : "" Si elle pouvait avoir de bon essuies-glace ... comme j'habite dans le Nord, c'est ... c'est mieux. ""
 Voix femme (6) : "" Jusqu'au 31 mars, c'est le moment d'en demander plus à TOYOTA.
 (6) ... YARIS DYNAMIC suréquipée est à partir de 139 € par mois entretien inclus. 
Voix mixte (7) : "" TOYOTA. """
1351,1111,C'est surtout parce que tu es radin !,"['ce', 'être', 'surtout', 'parce', 'que', 'tu', 'être', 'radin']",8,Acteur,Femme,"L'homme (1) : "" Pour moi, la voiture idéale, il faudrait qu'elle consomme peu ...
 (1) ... C'est mieux pour l'environnement.
 La femme (2) : "" C'est surtout parce que tu es radin ! ""
 (1) ... Oui c'est vrai. ""
 L'homme (4) : "" Et une caméra de recul. Ou plutôt deux, c'est plus sûr !
 (2) ... Et qu'elle soit faite en France.
 (1) ... Oui si tu veux, tant qu'elle est pas chère !
 L'homme (5) : "" Si elle pouvait avoir de bon essuies-glace ... comme j'habite dans le Nord, c'est ... c'est mieux. ""
 Voix femme (6) : "" Jusqu'au 31 mars, c'est le moment d'en demander plus à TOYOTA.
 (6) ... YARIS DYNAMIC suréquipée est à partir de 139 € par mois entretien inclus. 
Voix mixte (7) : "" TOYOTA. """
1352,1111,"Et une caméra de recul. Ou plutôt deux, c'est plus sûr !","['et', 'un', 'caméra', 'de', 'recul', 'ou', 'plutôt', 'deux', 'ce', 'être', 'plus', 'sûr']",12,Acteur,Homme,"L'homme (1) : "" Pour moi, la voiture idéale, il faudrait qu'elle consomme peu ...
 (1) ... C'est mieux pour l'environnement.
 La femme (2) : "" C'est surtout parce que tu es radin ! ""
 (1) ... Oui c'est vrai. ""
 L'homme (4) : "" Et une caméra de recul. Ou plutôt deux, c'est plus sûr !
 (2) ... Et qu'elle soit faite en France.
 (1) ... Oui si tu veux, tant qu'elle est pas chère !
 L'homme (5) : "" Si elle pouvait avoir de bon essuies-glace ... comme j'habite dans le Nord, c'est ... c'est mieux. ""
 Voix femme (6) : "" Jusqu'au 31 mars, c'est le moment d'en demander plus à TOYOTA.
 (6) ... YARIS DYNAMIC suréquipée est à partir de 139 € par mois entretien inclus. 
Voix mixte (7) : "" TOYOTA. """
1353,1111,"Si elle pouvait avoir de bon essuies-glace ... comme j'habite dans le Nord, c'est ... c'est mieux.","['si', 'lui', 'pouvoir', 'avoir', 'de', 'bon', 'essuyer', 'glace', 'comme', 'je', 'habiter', 'dans', 'le', 'nord', 'ce', 'être', 'ce', 'être', 'mieux']",19,Acteur,Homme,"L'homme (1) : "" Pour moi, la voiture idéale, il faudrait qu'elle consomme peu ...
 (1) ... C'est mieux pour l'environnement.
 La femme (2) : "" C'est surtout parce que tu es radin ! ""
 (1) ... Oui c'est vrai. ""
 L'homme (4) : "" Et une caméra de recul. Ou plutôt deux, c'est plus sûr !
 (2) ... Et qu'elle soit faite en France.
 (1) ... Oui si tu veux, tant qu'elle est pas chère !
 L'homme (5) : "" Si elle pouvait avoir de bon essuies-glace ... comme j'habite dans le Nord, c'est ... c'est mieux. ""
 Voix femme (6) : "" Jusqu'au 31 mars, c'est le moment d'en demander plus à TOYOTA.
 (6) ... YARIS DYNAMIC suréquipée est à partir de 139 € par mois entretien inclus. 
Voix mixte (7) : "" TOYOTA. """
1354,1112,Dominez tous les terrains avec la technologie All Mode.,"['dominer', 'tout', 'le', 'terrain', 'avec', 'le', 'technologie', 'all', 'mode']",9,Voix-off,Homme,"Voix homme : "" Dominez tous les terrains avec la technologie All Mode.
 ... NISSAN QASHQAI, l'histoire ne fait que commencer.
 ... NISSAN partenaire officiel de l'UEFA champions league. ""
 
 ... Pendant les jours Fair-Play NISSAN découvrez nos offres sans apport, sans condition, 4 ans d'entretien inclus, réservez votre essai sur NISSAN.FR. """
1355,1114,"Pour nous la voiture idéale, elle doit avoir une bonne clim. Parce qu'on a souvent chaud.","['pour', 'nous', 'le', 'voiture', 'idéal', 'lui', 'devoir', 'avoir', 'un', 'bon', 'climatisation', 'parce', 'que', 'on', 'avoir', 'souvent', 'chaud']",17,Acteur,Homme,"L'homme (1) : "" Pour nous la voiture idéale, elle doit avoir une bonne clim. Parce qu'on a souvent chaud.
La femme (2) : "" Très souvent ! ""
(1) ... Oui trop souvent. ""
 Le beauf (3) : "" Faut qu'elle est de belles portières. Parce que j'aime bien conduire le coude à la fenêtre. ""
 La vieille (4) : "" Il faut qu'elle est des jantes qui claquent sa mère.
 Le businessman (5) : "" Il faut qu'elle soit connectée, tactile, et avec le Bluetooth.
 (5) ... Hashtag #tropcool.  ""
 (4) .... Le hashtag si tu veux, mais avec des jantes qui claquent sa mère ! ""
 Voix femme (6) : "" Jusqu'au 31 mars, c'est le moment d'en demander plus à TOYOTA.
 (6) ... AYGO X-PLAY TOUCH suréquipée est à partir de 99 € par mois entretien inclus. ""
Voix mixte (7) : "" TOYOTA. """
1356,1114,Très souvent !,"['très', 'souvent']",2,Acteur,Femme,"L'homme (1) : "" Pour nous la voiture idéale, elle doit avoir une bonne clim. Parce qu'on a souvent chaud.
La femme (2) : "" Très souvent ! ""
(1) ... Oui trop souvent. ""
 Le beauf (3) : "" Faut qu'elle est de belles portières. Parce que j'aime bien conduire le coude à la fenêtre. ""
 La vieille (4) : "" Il faut qu'elle est des jantes qui claquent sa mère.
 Le businessman (5) : "" Il faut qu'elle soit connectée, tactile, et avec le Bluetooth.
 (5) ... Hashtag #tropcool.  ""
 (4) .... Le hashtag si tu veux, mais avec des jantes qui claquent sa mère ! ""
 Voix femme (6) : "" Jusqu'au 31 mars, c'est le moment d'en demander plus à TOYOTA.
 (6) ... AYGO X-PLAY TOUCH suréquipée est à partir de 99 € par mois entretien inclus. ""
Voix mixte (7) : "" TOYOTA. """
1357,1115,"Jules Plisson, twingo vous inspire ?","['jules', 'plisson', 'twingo', 'vous', 'inspirer']",5,Acteur,Homme,"L'homme (1) : "" Jules Plisson, twingo vous inspire ?
 (1) ... Avec son rayon de braquage ultra court.
 Jules Plisson (2) : "" Super agile !
 (1) ... Ce toit ouvrant c'est pas une demi ouverture.
 (2) ... Je la prend dans mon équipe !
 (1) ... Morgan Parra, clio, ...
 (1) ... la caméra de recul.
 (1) ... Jules Plisson qui lance un ballon !
 Morgan Parra (3) : "" Ah ouais !
 (1) ... Moi j'adore ça les caméras !
 (3) ... Avec son design c'est le grand chelem ! Clio, dans mon équipe !
 (1) ... Messieurs, faites jouer les packs !
 (1) ... La french touch est puissamment inspirée !
Voix femme (4) : "" Clio est à partir de 149 euros par mois avec Easy Pack. """
1358,1116,"Messieurs, inspirez par les crossover RENAULT ?","['monsieur', 'inspirer', 'par', 'le', 'crossover', 'renault']",6,Acteur,Homme,"L'homme (1) : "" Messieurs, inspirez par les crossover RENAULT ?
 (1) ... Morgan Parra, Kadjar, en mode 4X4.
 (1) ... Ça grimpe, hein !
 Morgane Parra (2) : "" C'est bien pour jouer à l'extérieur.
 (1) ... Avec Easy Park Assist, ...
 (1) ... les piliers, vaut mieux pas s'y frotter.
 (2) ... Kadjar, dans mon équipe. ""
 (1) ... Jules Plisson, Captur, avec Air Link et navigation.
 Le navigateur (3) : "" Tournez à gauche. ""
 Jules Plisson (4) : "" Quel vision du jeu ! Sélectionné ! ""
 (1) ... Messieurs, faites jouer les packs.
 (1) ... La French Touch est puissamment inspirée. ""
 Voix femme (5) : ""Captur est à partir de 189 euros par mois avec Easy Pack. """
1359,1117,Ça fait plaisir de te voir !,"['cela', 'faire', 'plaisir', 'de', 'te', 'voir']",6,Acteur,Homme,"L'homme (1) : "" Ça fait plaisir de te voir !
 L'homme (2) : "" Bon voyage ?
 (1) ... Ouais !
 (1) ... Vous êtes un peu loin de tout mais c'est bien !
 
 (2) ... Salut ! 
(1) ... Salut !
 (2) ... Salut !
 (1) ... Vous vous connaissez tous ou quoi ?
 
 (1) ... Non mais sérieux vous êtes tous cousin ? Non je plaisante !
 (1) ... Lui, la, tu lui dis pas bonjour !?
 (2) ... Bah non je le connais pas !
 (1) ... Ah bon !?
 Voix homme (3) : "" Faites le plein moins souvent ! FORD écosport avec moteur écoboost.
 (3) ... FORD, une autre façon de voir la vie ! Réservez votre essai au 0 800 134 426. """
1360,1117,Bon voyage ?,"['bon', 'voyage']",2,Acteur,Homme,"L'homme (1) : "" Ça fait plaisir de te voir !
 L'homme (2) : "" Bon voyage ?
 (1) ... Ouais !
 (1) ... Vous êtes un peu loin de tout mais c'est bien !
 
 (2) ... Salut ! 
(1) ... Salut !
 (2) ... Salut !
 (1) ... Vous vous connaissez tous ou quoi ?
 
 (1) ... Non mais sérieux vous êtes tous cousin ? Non je plaisante !
 (1) ... Lui, la, tu lui dis pas bonjour !?
 (2) ... Bah non je le connais pas !
 (1) ... Ah bon !?
 Voix homme (3) : "" Faites le plein moins souvent ! FORD écosport avec moteur écoboost.
 (3) ... FORD, une autre façon de voir la vie ! Réservez votre essai au 0 800 134 426. """
1361,1118,Ça va ?,"['cela', 'aller']",2,Acteur,Homme,"L'homme (1) : "" Ça va ?
L'homme (2) : Et toi ?
 (1) ... Ouais bien !
(2) ... Bon voyage ?
(1) ... Ouais !
 (1) ... Vous êtes bien ici !
 (1) ... Vous êtes un peu loin de tout mais c'est bien !
 
 (2) ... Salut ! 
 
 (2) ... Salut !
 (1) ... Salut !
 (2) ... Salut ! 
(1) ... Salut !
 (1) ... Tu le connais lui aussi ?
(2) ... Ouais.
 (1) ... Vous vous connaissez tous ou quoi ?
 (1) ... Vous êtes une communauté ?
 (1) ... Encore ?
 (2) ... Ouais !
 (1) ... Oh lala !
 (1) ... Ou alors, vous êtes tous cousins !
 (1) ... Non je plaisante.
 (1) ... Non mais vraiment, tu connais tout le monde ?
 (1) ... Lui, là, tu lui dis pas bonjour.
 (2) ... Lui ?
(1) ... Ouais.
 (2) ... Bah non je le connais pas ! ""
(1) ... Ah bon ! ""
 Voix homme (3) : "" Faites le plein moins souvent ! FORD écosport avec moteur écoboost.
 (3) ... FORD, une autre façon de voir la vie ! 
 (3) ... Réservez votre essai au 0 800 134 426. """
1362,1119,Bonjour !,['bonjour'],1,Acteur,Femme,"La fille (1) : "" Bonjour Maman ! ""
La mère (2) : "" Bonjour ! ""
 Le beau-fils (3) : "" Désolé pour le retard, on était pris dans les embouteillages avec notre Captur d'occasion. 
 (3) ... Chérie, ...
 (3) ... tu veux bien mettre les clés du Captur d'occasion dans ton sac s'il te plaît ? Merci !
 (3) ... Complétement bouché !
 (3) ... D'habitude on met quoi, 20 minutes max pour venir en Captur d'occasion !
 (3) ... Au moins, on a tout de suite trouvé une place pour garer notre Captur d'occasion.
Le beau-père (4) : "" Ah bon... 
 (3) ... Venez voir !
 (3) ... Pile poil en face de chez vous en plus ! ""
 (4) ... Hum. ""
Voix femme (5) : "" Vous allez être fier de votre occasion.
 
 (5) ... RENAULT OCCASIONS. Du choix, des prix, des garanties. C'est en étant exigeant qu'on reste numéro 1. """
1363,1120,"Ah, d'ailleurs on voit ma Clio d'occasion là, ...","['ah', 'de', 'ailleurs', 'on', 'voir', 'mon', 'clio', 'de', 'occasion', 'là']",10,Acteur,Femme,"L'agent immobilier (1) : "" Et voilà !
 (1) ... Grande pièce à vivre, vue dégagée...
 La femme (2) : "" Ah, d'ailleurs on voit ma Clio d'occasion là, ...
 (2) ... là, juste là.
(1) ... Ah oui tiens.
 (1) ... cuisine équipée ...
(2) ... C'est marrant parce que ...
 (2) ... j'ai pas du tout l'impression d'être au deuxième étage en fait quand je regarde ma Clio d'occasion !
 (1) ... Et pourtant si !
 (2) ... Et il y a un parking pour ma Clio d'occasion ?
 (1) ... Euuuh oui oui bien s...
 (2) ... Si je vous demande c'est parce que j'ai une Clio d'occasion.
 (1) ... J'avais cru comprendre ... ""
 (2) ... Du coup c'est pour ça. ""
Voix femme (3) : "" Vous allez être fier de votre occasion.
 
 (3) ... RENAULT OCCASIONS. Du choix, des prix, des garanties. C'est en étant exigeant qu'on reste numéro 1. """
1364,1123,"Pfff ma voiture est en révision, elle est immobilisée !","['pfff', 'mon', 'voiture', 'être', 'en', 'révision', 'lui', 'être', 'immobiliser']",9,Acteur,Homme,"L'homme (1) : "" Pfff ma voiture est en révision, elle est immobilisée !
 (1) ... Tu m'excuseras auprès de ta mère.
 Mr Richard (2) : "" Ben voyons !
 (2) ... Avec le véhicule de remplacement, ...
 (2) ... ce genre d'excuse hmm ...
 (1) ... Non non, rien rien !
 (2) ... Oh d'ailleurs il est prêt ! ""
 (1) ... Embrasse fort fort fort ta maman.
 Voix femme (3) : "" La révision de votre voiture ne sera plus une excuse.
 (1) ... Non non non ! ""
 (1) ... Ne me la passe pas, ne me la passe pas. ""
(3) ... Nouvelle révision RENAULT avec prêt d'un véhicule inclus. """
1365,1123,Ben voyons !,"['ben', 'voir']",2,Acteur,Homme,"L'homme (1) : "" Pfff ma voiture est en révision, elle est immobilisée !
 (1) ... Tu m'excuseras auprès de ta mère.
 Mr Richard (2) : "" Ben voyons !
 (2) ... Avec le véhicule de remplacement, ...
 (2) ... ce genre d'excuse hmm ...
 (1) ... Non non, rien rien !
 (2) ... Oh d'ailleurs il est prêt ! ""
 (1) ... Embrasse fort fort fort ta maman.
 Voix femme (3) : "" La révision de votre voiture ne sera plus une excuse.
 (1) ... Non non non ! ""
 (1) ... Ne me la passe pas, ne me la passe pas. ""
(3) ... Nouvelle révision RENAULT avec prêt d'un véhicule inclus. """
1366,1124,Nous allons devoir y aller !,"['nous', 'aller', 'devoir', 'y', 'aller']",5,Acteur,Femme,"La femme (1) : "" Nous allons devoir y aller !
 Le père (2) : ""  Attendez j'ai une excellente idée ! Que diriez-vous de prendre ma voiture, ...
 (2) ... toi et ton petit ami ?
 La femme (3) : "" Elle a des sièges massants ! ""
 (1) ... Oh ! La sienne aussi !
 (2) ... Oh ! ""
 (1) ... Et devinez quoi ? Elle a aussi OnStar !
 
 
 (1) ... Au revoir maman ! ""
Le fiancé (4) : "" Au revoir ! "" 
 (2) ... Quel petit morveux ! ""
 (3) ... Quel snob !  ""
 Voix homme (5) : "" Elle bouscule les codes du luxe ... 
 (5) ... avec ses innovations haut de gamme. 
 (5) ... La nouvelle OPEL ASTRA, élue Voiture de l'Année 2016. 
 (5) ... La nouvelle OPEL ASTRA est à partir de 219 euros par mois, entretien compris. Elle bouscule vraiment les codes du luxe ! """
1367,1124,"Attendez j'ai une excellente idée ! Que diriez-vous de prendre ma voiture, ...","['attendre', 'je', 'avoir', 'un', 'excellent', 'idée', 'que', 'dire', 'vous', 'de', 'prendre', 'mon', 'voiture']",13,Acteur,Homme,"La femme (1) : "" Nous allons devoir y aller !
 Le père (2) : ""  Attendez j'ai une excellente idée ! Que diriez-vous de prendre ma voiture, ...
 (2) ... toi et ton petit ami ?
 La femme (3) : "" Elle a des sièges massants ! ""
 (1) ... Oh ! La sienne aussi !
 (2) ... Oh ! ""
 (1) ... Et devinez quoi ? Elle a aussi OnStar !
 
 
 (1) ... Au revoir maman ! ""
Le fiancé (4) : "" Au revoir ! "" 
 (2) ... Quel petit morveux ! ""
 (3) ... Quel snob !  ""
 Voix homme (5) : "" Elle bouscule les codes du luxe ... 
 (5) ... avec ses innovations haut de gamme. 
 (5) ... La nouvelle OPEL ASTRA, élue Voiture de l'Année 2016. 
 (5) ... La nouvelle OPEL ASTRA est à partir de 219 euros par mois, entretien compris. Elle bouscule vraiment les codes du luxe ! """
1368,1124,Elle a des sièges massants !,"['lui', 'avoir', 'un', 'siège', 'massant']",5,Acteur,Femme,"La femme (1) : "" Nous allons devoir y aller !
 Le père (2) : ""  Attendez j'ai une excellente idée ! Que diriez-vous de prendre ma voiture, ...
 (2) ... toi et ton petit ami ?
 La femme (3) : "" Elle a des sièges massants ! ""
 (1) ... Oh ! La sienne aussi !
 (2) ... Oh ! ""
 (1) ... Et devinez quoi ? Elle a aussi OnStar !
 
 
 (1) ... Au revoir maman ! ""
Le fiancé (4) : "" Au revoir ! "" 
 (2) ... Quel petit morveux ! ""
 (3) ... Quel snob !  ""
 Voix homme (5) : "" Elle bouscule les codes du luxe ... 
 (5) ... avec ses innovations haut de gamme. 
 (5) ... La nouvelle OPEL ASTRA, élue Voiture de l'Année 2016. 
 (5) ... La nouvelle OPEL ASTRA est à partir de 219 euros par mois, entretien compris. Elle bouscule vraiment les codes du luxe ! """
1369,1125,Et ben on risque de rester coincé là un bon moment !,"['et', 'ben', 'on', 'risque', 'de', 'rester', 'coincer', 'là', 'un', 'bon', 'moment']",11,Acteur,Homme,"L'homme (1) : "" Et ben on risque de rester coincé là un bon moment !
 
 Mr Richard (2) : "" Oh le coup de la crevaison !
 
 (2) ... Comme si vous ne connaissiez pas le pack assistance ...
 (2) ... inclus dans la nouvelle révision RENAULT. ""
 
 (1) ... Et ça va toi sinon ? ""
 Voix femme (3) : "" Un pneu crevé ne sera plus une excuse. Nouvelle révision RENAULT avec pack assistance 1 an inclus. """
1370,1125,Oh le coup de la crevaison !,"['oh', 'le', 'coup', 'de', 'le', 'crevaison']",6,Acteur,Homme,"L'homme (1) : "" Et ben on risque de rester coincé là un bon moment !
 
 Mr Richard (2) : "" Oh le coup de la crevaison !
 
 (2) ... Comme si vous ne connaissiez pas le pack assistance ...
 (2) ... inclus dans la nouvelle révision RENAULT. ""
 
 (1) ... Et ça va toi sinon ? ""
 Voix femme (3) : "" Un pneu crevé ne sera plus une excuse. Nouvelle révision RENAULT avec pack assistance 1 an inclus. """
1371,1126,"Quand nous avons imaginé FIAT TIPO, ...","['quand', 'nous', 'avoir', 'imaginer', 'fiat', 'tipo']",6,Voix-off,Homme,"Voix homme : ""  Quand nous avons imaginé FIAT TIPO, ...
 ... nous avons imaginé une berline qui a du caractère, ...
 ... spacieuse et confortable.
 ... Une berline avec 5 vraies places pour 5 adultes.
 ... Un coffre de 520 litres.
 ... 6 airbags.
 ... La radio Uconnect, la climatisation ...
 ... et même la garantie 3 ans.
 ... Nouvelle FIAT TIPO, à partir de 11 990 euros.
 
 ... Il suffit de peu pour avoir beaucoup.
 ... Alors n'attendez plus et venez vite l'essayer. """
1372,1127,VITARA !,['vitara'],1,Acteur,Homme,"L'homme (1) : "" VITARA !
 
 (1) ... VITARAAAA !!! ""
 
 
 
 
 
 Voix homme (2) :  "" Nouveau VITARA. Réinventons la légende.  ""
 (2) ... A partir de 15 990 euros. """
1373,1129,"Nouveau mini cabrio, venez l'essayer dans votre mini store.","['nouveau', 'mini', 'cabrio', 'venir', 'le', 'essayer', 'dans', 'votre', 'mini', 'store']",10,Voix-off,Homme,"Voix homme : "" Nouveau mini cabrio, venez l'essayer dans votre mini store. """
1374,1130,Papa !,['papa'],1,Acteur,Homme,"Voix homme (1) : "" Chaque jour compte 86 400 secondes.
 (1) ... Imagine ce que tu peux faire de chaque seconde !
 
 (1) ... Lance-toi !
 
 (1) ... Change de style !
 (1) ... Brave l'interdit !
 (1) ... Fais-toi des amis !
 (1) ... Heu... ou pas !
 (1) ... Renoue des liens !
L'homme (2) : "" Papa ! ""
 (1) ... Dépêche-toi, va voir ailleurs.
 (1) ... Non en fait reviens, excuse-toi, veinard !
 (1) ... Réveille-toi ! Maintenant à toi !
 (1) ... RENAULT CAPTUR. Vivez l'instant.
 
 (1) ... A partir de 189 euros par mois sans apport, sans condition, 4 ans d'entretien et de garantie inclus. """
1375,1132,Maîtrisez tous les terrains avec la technologie All Mode.,"['maîtrisez', 'tout', 'le', 'terrain', 'avec', 'le', 'technologie', 'all', 'mode']",9,Voix-off,Homme,"Voix homme : "" Maîtrisez tous les terrains avec la technologie All Mode.
 ... NISSAN X-TRAIL, l'histoire ne fait que commencer. ""
 
 
 ... NISSAN X-TRAIL, maintenant, à partir de 299 euros par mois. """
1376,1134,Another one drives the DUSTER.,"['another', 'one', 'drive', 'the', 'duster']",5,Acteur,Homme,"L'homme (1) : "" Another one drives the DUSTER. ""
 
 La femme (2) : "" Another one drives the DUSTER ! ""
 
 
 
 L'homme (3) : "" Another one drives the DUSTER ! ""
 
 Voix femme (4) : "" DACIA DUSTER, détendez-vous, il pourrait être à vous !
 
 (4) ... Du 4 au 9 avril, pendant les jours  plus malin Dacia, découvrez DACIA DUSTER ...
 (4) ... série limitée style.
 (4) ... Et profitez de trois ans d'entretien, pour un euro de plus. """
1377,1134,Another one drives the DUSTER !,"['another', 'one', 'drive', 'the', 'duster']",5,Acteur,Femme,"L'homme (1) : "" Another one drives the DUSTER. ""
 
 La femme (2) : "" Another one drives the DUSTER ! ""
 
 
 
 L'homme (3) : "" Another one drives the DUSTER ! ""
 
 Voix femme (4) : "" DACIA DUSTER, détendez-vous, il pourrait être à vous !
 
 (4) ... Du 4 au 9 avril, pendant les jours  plus malin Dacia, découvrez DACIA DUSTER ...
 (4) ... série limitée style.
 (4) ... Et profitez de trois ans d'entretien, pour un euro de plus. """
1378,1134,Another one drives the DUSTER !,"['another', 'one', 'drive', 'the', 'duster']",5,Acteur,Homme,"L'homme (1) : "" Another one drives the DUSTER. ""
 
 La femme (2) : "" Another one drives the DUSTER ! ""
 
 
 
 L'homme (3) : "" Another one drives the DUSTER ! ""
 
 Voix femme (4) : "" DACIA DUSTER, détendez-vous, il pourrait être à vous !
 
 (4) ... Du 4 au 9 avril, pendant les jours  plus malin Dacia, découvrez DACIA DUSTER ...
 (4) ... série limitée style.
 (4) ... Et profitez de trois ans d'entretien, pour un euro de plus. """
1379,1137,BMW ouvre la voie à une nouvelle génération hybride rechargeable.,"['bmw', 'ouvrir', 'le', 'voie', 'à', 'un', 'nouveau', 'génération', 'hybride', 'rechargeable']",10,Voix-off,Femme,"Voix femme : "" BMW ouvre la voie à une nouvelle génération hybride rechargeable. 
 
 
 
 
 ... Une génération ... 
 ... qui veut rouler au quotidien ...
 ... 100% électrique. 
 ... Une génération sans compromis sur ...
 ... le plaisir de conduire.
 ... Une génération qui allie le meilleur du thermique ...
 ... et de l'électrique. 
 ... iPerformance, ...
 
 ... la nouvelle génération hybride ...  
 ... selon BMW. """
1380,1138,Le monde est-il vraiment prêt pour la voiture autonome ?,"['le', 'monde', 'être', 'il', 'vraiment', 'prêt', 'pour', 'le', 'voiture', 'autonome']",10,Voix-off,Homme,"Voix homme : "" Le monde est-il vraiment prêt pour la voiture autonome ? 
 ... Un véhicule intelligent qui pense vite et seul ... 
 ... pour assurer une meilleure protection à l'intérieur comme à l'extérieur. 
 ... Prêt ou pas, l'automobile de demain est déjà là.
 ... Et c'est une MERCEDES. 
 .. Correction des trajectoires, ... 
 ... freinage intuitif, stationnement autonome, ... 
 ... la nouvelle CLASSE E n'est plus un concept, c'est une réalité. 
 
 ... Nouvelle CLASSE E, un chef d'oeuvre d'intelligence. 
 ... MERCEDES BENZ, the best or nothing. """
